gene	cluster
C9orf116	K2
MRPS2	K2
KCNT1	K4
CAMSAP1	K3
UBAC1	K4
NACC2	K3
RP11-83N9.5	K1
C9orf69	K1
LHX3	K5
QSOX2	K4
GPSM1	K1
CARD9	K1
SNAPC4	K2
SDCCAG3	K2
PMPCA	K2
INPP5E	K3
SEC16A	K2
NOTCH1	K1
RP11-611D20.2	K1
RP11-251M1.1	K2
EGFL7	K2
AGPAT2	K2
FAM69B	K1
SNHG7	K2
TMEM141	K2
CCDC183-AS1	K2
RABL6	K3
PHPT1	K3
MAMDC4	K2
EDF1	K3
TRAF2	K3
FBXW5	K2
C8G	K1
PTGDS	K1
C9orf142	K3
ABCA2	K1
C9orf139	K1
FUT7	K1
RP11-229P13.20	K1
NPDC1	K1
SAPCD2	K2
UAP1L1	K1
MAN1B1	K2
DPP7	K2
ANAPC2	K3
SSNA1	K3
RNF208	K2
C9orf169	K2
TUBB4B	K3
NELFB	K3
TOR4A	K1
NRARP	K1
EXD3	K1
NOXA1	K1
NSMF	K2
PNPLA7	K5
MRPL41	K2
DPH7	K2
ZMYND19	K1
ARRDC1	K2
C9orf37	K3
FAM157B	K4
ZMYND11	K3
GTPBP4	K2
IDI2-AS1	K1
IDI1	K2
WDR37	K2
PFKP	K2
PITRM1	K2
KLF6	K5
AKR1E2	K4
AKR1C1	K4
AKR1C3	K3
TUBAL3	K2
NET1	K2
ASB13	K2
FAM208B	K1
GDI2	K3
ANKRD16	K2
FBXO18	K4
RP11-536K7.3	K4
IL15RA	K4
IL2RA	K1
RBM17	K3
RP11-563J2.2	K1
PRKCQ	K2
PRKCQ-AS1	K2
SFMBT2	K1
KIN	K3
ATP5C1	K3
TAF3	K3
CELF2	K1
RP3-323N1.2	K1
CELF2-AS1	K1
USP6NL	K4
ECHDC3	K1
PROSER2	K2
UPF2	K2
DHTKD1	K2
SEC61A2	K3
NUDT5	K2
CDC123	K3
RP11-186N15.3	K1
CAMK1D	K4
CCDC3	K4
OPTN	K5
MCM10	K3
PHYH	K2
SEPHS1	K3
BEND7	K5
PRPF18	K4
RP11-295P9.3	K4
FRMD4A	K4
RP11-295P9.12	K4
RP11-295P9.8	K5
FAM107B	K1
CDNF	K2
HSPA14	K3
RP11-398C13.6	K2
SUV39H2	K3
DCLRE1C	K4
ACBD7	K2
RPP38	K2
NMT2	K2
FAM171A1	K2
FAM188A	K3
PTER	K3
C1QL3	K2
RSU1	K3
TRDMT1	K3
VIM-AS1	K1
VIM	K1
ST8SIA6	K3
ST8SIA6-AS1	K2
PTPLA	K5
RP11-390B4.5	K4
STAM	K5
RP11-390B4.3	K5
CACNB2	K3
NSUN6	K3
ARL5B-AS1	K1
ARL5B	K4
MALRD1	K1
RP11-354E11.2	K1
PLXDC2	K1
SKIDA1	K1
MLLT10	K3
DNAJC1	K3
COMMD3	K3
BMI1	K3
SPAG6	K2
PIP4K2A	K5
MSRB2	K1
OTUD1	K5
ARHGAP21	K3
PRTFDC1	K1
THNSL1	K2
APBB1IP	K2
PDSS1	K2
ABI1	K3
ANKRD26	K2
YME1L1	K3
MASTL	K3
ACBD5	K3
RAB18	K3
MPP7	K2
WAC-AS1	K1
WAC	K5
PTCHD3P1	K3
SVIL	K1
MTPAP	K3
MAP3K8	K5
ZNF438	K3
ZEB1	K3
RP11-192P3.5	K3
ARHGAP12	K2
KIF5B	K1
EPC1	K1
CCDC7	K3
RP11-479G22.8	K5
ITGB1	K3
PARD3	K1
CUL2	K3
CREM	K1
CCNY	K1
RP11-324I22.4	K1
NAMPTL	K2
ZNF248	K2
ZNF25	K3
ZNF33A	K3
ZNF37A	K2
ZNF33B	K2
BMS1	K2
RP11-351D16.3	K2
CSGALNACT2	K3
RASGEF1A	K2
HNRNPF	K3
RP11-517P14.2	K1
ZNF487	K5
ZNF239	K2
ZNF485	K2
ZNF32	K2
RASSF4	K1
C10orf10	K5
C10orf25	K1
ZNF22	K3
OR13A1	K5
ALOX5	K1
RP11-67C2.2	K5
MARCH8	K5
ZFAND4	K4
FAM21C	K5
FAM21B	K5
ZNF488	K2
MAPK8	K1
ARHGAP22	K2
WDFY4	K1
C10orf128	K1
ERCC6	K5
PARG	K3
FAM21D	K5
AGAP8	K1
TIMM23B	K4
AGAP7	K1
NCOA4	K5
TIMM23	K3
LINC00843	K3
AGAP6	K1
FAM21A	K5
SGMS1	K4
AC069547.1	K4
AC069547.2	K4
RP11-512N4.2	K4
RP11-50E11.3	K1
ASAH2B	K2
PRKG1	K1
CSTF2T	K3
ZWINT	K3
CISD1	K2
UBE2D1	K2
TFAM	K2
BICC1	K1
SLC16A9	K2
CCDC6	K3
CDK1	K3
RHOBTB1	K2
ARID5B	K1
RTKN2	K1
ADO	K2
EGR2	K2
NRBF2	K2
JMJD1C	K5
JMJD1C-AS1	K5
REEP3	K3
RP11-222A11.1	K1
DNAJC12	K2
SIRT1	K4
HERC4	K2
PBLD	K3
HNRNPH3	K3
RUFY2	K3
DNA2	K3
SLC25A16	K3
TET1	K2
CCAR1	K3
STOX1	K1
DDX50	K3
DDX21	K2
KIAA1279	K3
SRGN	K1
VPS26A	K5
SUPV3L1	K2
HKDC1	K4
HK1	K4
TACR2	K4
TSPAN15	K1
C10orf35	K2
H2AFY2	K2
AIFM2	K3
TYSND1	K2
SAR1A	K3
PPA1	K2
LRRC20	K2
EIF4EBP2	K1
NODAL	K5
AC022532.1	K5
PALD1	K1
PRF1	K2
ADAMTS14	K2
SGPL1	K2
PCBD1	K2
UNC5B	K1
SLC29A3	K5
CDH23	K5
C10orf54	K1
PSAP	K5
ASCC1	K2
ANAPC16	K4
DDIT4	K4
DNAJB12	K5
MICU1	K3
RP11-167P22.3	K4
MCU	K3
P4HA1	K2
RP11-344N10.5	K4
NUDT13	K3
ECD	K3
FAM149B1	K3
DNAJC9	K3
MRPS16	K2
DNAJC9-AS1	K5
RP11-152N13.5	K3
TTC18	K5
ANXA7	K5
RP11-537A6.9	K4
MSS51	K1
PPP3CB	K4
USP54	K3
SYNPO2L	K5
AGAP5	K4
RP11-574K11.29	K4
SEC24C	K3
FUT11	K3
ZSWIM8	K5
NDST2	K4
CAMK2G	K2
PLAU	K1
VCL	K5
RP11-178G16.4	K1
RP11-178G16.5	K3
AP3M1	K3
ADK	K2
KAT6B	K5
SAMD8	K1
VDAC2	K2
COMTD1	K2
C10orf11	K1
RP13-39P12.3	K5
DLG5	K1
POLR3A	K3
RPS24	K3
ZMIZ1-AS1	K1
ZMIZ1	K1
PPIF	K2
ZCCHC24	K2
EIF5AL1	K2
RP11-119F19.2	K4
NUTM2B	K4
RP11-773D16.1	K3
RP11-182L21.6	K4
TMEM254	K3
ANXA11	K2
FAM213A	K1
TSPAN14	K3
RP11-338I21.1	K5
GHITM	K5
CDHR1	K2
CCSER2	K1
WAPAL	K3
RP11-77P6.2	K3
LDB3	K4
RP11-359E3.4	K2
BMPR1A	K1
GLUD1	K2
FAM35A	K2
NUTM2A-AS1	K4
NUTM2A	K4
LINC00863	K4
NUTM2D	K4
MINPP1	K4
PAPSS2	K2
ATAD1	K3
KLLN	K2
PTEN	K1
RNLS	K2
ANKRD22	K1
STAMBPL1	K1
ACTA2-AS1	K1
ACTA2	K5
FAS	K5
LIPA	K2
IFIT2	K5
IFIT3	K5
IFIT1B	K5
IFIT1	K5
IFIT5	K5
PANK1	K2
KIF20B	K3
RPP30	K3
PCGF5	K5
HECTD2	K3
FGFBP3	K1
BTAF1	K3
CPEB3	K1
MARCH5	K5
IDE	K3
KIF11	K3
HHEX	K2
EXOC6	K3
CEP55	K1
FRA10AC1	K3
SLC35G1	K3
PLCE1	K2
NOC3L	K2
HELLS	K3
PDLIM1	K2
SORBS1	K4
ALDH18A1	K3
TCTN3	K2
ENTPD1	K2
ENTPD1-AS1	K3
CCNJ	K2
TLL2	K5
TM9SF3	K4
PIK3AP1	K1
LCOR	K4
C10orf12	K3
RP11-175O19.4	K1
ARHGAP19	K3
FRAT1	K1
FRAT2	K2
RRP12	K5
PGAM1	K2
EXOSC1	K3
ZDHHC16	K2
MMS19	K3
ANKRD2	K2
PI4K2A	K5
MORN4	K3
AVPI1	K2
MARVELD1	K2
ZFYVE27	K4
SFRP5	K5
R3HCC1L	K3
PYROXD2	K5
HPS1	K5
HPSE2	K5
GOT1	K3
RP11-441O15.3	K3
RP11-129J12.2	K1
NKX2-3	K1
SLC25A28	K1
RP11-85A1.3	K1
RP11-483F11.7	K1
ENTPD7	K2
CUTC	K2
COX15	K3
ABCC2	K1
DNMBP	K2
ERLIN1	K2
CHUK	K3
CWF19L1	K3
BLOC1S2	K5
SCD	K2
WNT8B	K5
SEC31B	K1
HIF1AN	K3
FAM178A	K3
MRPL43	K2
SEMA4G	K3
C10orf2	K2
LZTS2	K2
SFXN3	K1
RP11-108L7.15	K3
KAZALD1	K2
BTRC	K3
DPCD	K5
POLL	K5
FBXW4	K4
NPM3	K2
MGEA5	K5
KCNIP2	K1
HPS6	K2
LDB1	K3
PPRC1	K2
NOLC1	K2
GBF1	K3
NFKB2	K5
PSD	K1
FBXL15	K2
CUEDC2	K3
C10orf95	K2
TMEM180	K2
ACTR1A	K4
SUFU	K2
RP11-47A8.5	K1
TRIM8	K1
ARL3	K2
SFXN2	K2
WBP1L	K2
CYP17A1	K5
CNNM2	K4
NT5C2	K5
PCGF6	K3
TAF5	K3
USMG5	K2
PDCD11	K2
CALHM2	K1
NEURL1	K2
SH3PXD2A	K3
RP11-416N2.4	K1
OBFC1	K2
SLK	K3
SFR1	K3
WDR96	K4
GSTO1	K3
GSTO2	K2
ITPRIP	K4
RP11-127L20.3	K4
CCDC147-AS1	K4
CCDC147	K4
XPNPEP1	K3
RP11-451M19.3	K4
ADD3	K3
MXI1	K5
SMNDC1	K3
DUSP5	K5
SMC3	K3
PDCD4-AS1	K2
PDCD4	K2
BBIP1	K3
RP11-348N5.7	K4
SHOC2	K5
ADRA2A	K1
GPAM	K3
ACSL5	K3
ZDHHC6	K3
RP11-25C19.3	K4
TCF7L2	K2
CASP7	K2
DCLRE1A	K3
NHLRC2	K3
C10orf118	K5
ABLIM1	K5
FAM160B1	K5
TRUB1	K3
KIAA1598	K1
RP11-501J20.5	K1
SLC18A2	K2
RAB11FIP2	K3
RP11-354M20.3	K1
CASC2	K2
FAM204A	K4
CACUL1	K2
NANOS1	K2
EIF3A	K2
FAM45A	K2
SFXN4	K2
PRDX3	K3
GRK5	K1
RGS10	K4
TIAL1	K1
BAG3	K2
INPP5F	K3
MCMBP	K3
SEC23IP	K2
PPAPDC1A	K2
WDR11	K3
ATE1	K2
NSMCE4A	K3
PLEKHA1	K2
CUZD1	K3
FAM24B	K2
C10orf88	K3
PSTK	K2
IKZF5	K5
ACADSB	K2
BUB3	K3
OAT	K4
LHPP	K3
RP11-12J10.3	K4
FAM53B	K3
FAM53B-AS1	K4
METTL10	K3
FAM175B	K3
ZRANB1	K5
RP11-298J20.3	K5
CTBP2	K2
EDRF1	K3
UROS	K3
BCCIP	K3
DHX32	K5
FANK1	K5
FANK1-AS1	K5
ADAM12	K5
DOCK1	K1
PTPRE	K1
MKI67	K3
MGMT	K2
LINC00959	K2
GLRX3	K2
PPP2R2D	K1
BNIP3	K2
JAKMIP3	K4
DPYSL4	K1
STK32C	K2
LRRC27	K2
PWWP2B	K1
INPP5A	K1
ADAM8	K1
TUBGCP2	K3
RP11-122K13.12	K5
ZNF511	K2
FUOM	K2
ECHS1	K2
PAOX	K2
MTG1	K2
SPRN	K2
LINC01001	K1
BET1L	K2
RIC8A	K3
SIRT3	K2
PSMD13	K2
ATHL1	K1
IFITM2	K2
IFITM1	K2
RP11-326C3.11	K2
IFITM3	K2
SIGIRR	K2
ANO9	K1
PTDSS2	K2
RNH1	K2
HRAS	K2
LRRC56	K2
RASSF7	K3
MIR210HG	K3
IRF7	K1
DEAF1	K2
RP11-754B17.1	K1
EPS8L2	K2
TALDO1	K5
PDDC1	K2
AP006621.5	K1
SLC25A22	K2
PIDD	K3
PNPLA2	K5
EFCAB4A	K1
CD151	K3
POLR2L	K2
TSPAN4	K2
RP11-1391J7.1	K1
CHID1	K3
AP2A2	K3
MUC5B	K1
TOLLIP	K5
TOLLIP-AS1	K2
BRSK2	K5
MOB2	K5
IFITM10	K5
CTSD	K1
AC068580.6	K1
LSP1	K1
LINC01150	K1
MRPL23	K3
MRPL23-AS1	K5
IGF2	K5
C11orf21	K2
TSPAN32	K2
CD81	K1
TSSC4	K5
KCNQ1OT1	K3
CDKN1C	K1
SLC22A18	K2
PHLDA2	K1
NAP1L4	K3
AC131971.1	K4
CARS	K4
CARS-AS1	K4
OSBPL5	K3
AC109309.4	K4
MRGPRE	K4
ZNF195	K2
CHRNA10	K5
NUP98	K2
PGAP2	K3
RHOG	K3
STIM1	K3
RRM1	K3
RP11-23F23.2	K3
TRIM21	K3
TRIM68	K3
OR52A5	K4
AC104389.16	K4
HBB	K5
HBD	K4
HBG1	K5
HBG2	K5
HBE1	K1
OR51B6	K5
OR51M1	K5
UBQLNL	K1
TRIM6	K2
TRIM5	K3
TRIM22	K2
FAM160A2	K4
PRKCDBP	K1
SMPD1	K3
APBB1	K1
HPX	K5
TRIM3	K2
ARFIP2	K2
TIMM10B	K2
DNHD1	K5
RRP8	K3
ILK	K4
TAF10	K1
TPP1	K5
DCHS1	K1
MRPL17	K3
ZNF215	K2
ZNF214	K2
CTD-2516F10.2	K1
PPFIBP2	K2
EIF3F	K3
RIC3	K4
RP11-379P15.1	K4
STK33	K2
TRIM66	K3
RPL27A	K2
ST5	K4
AKIP1	K3
TMEM9B	K5
TMEM9B-AS1	K4
NRIP3	K5
RP11-467K18.2	K5
SCUBE2	K4
DENND5A	K1
TMEM41B	K3
IPO7	K3
ZNF143	K5
WEE1	K3
SWAP70	K2
SBF2-AS1	K4
SBF2	K1
ADM	K4
AMPD3	K4
RNF141	K3
MRVI1	K1
CTR9	K2
EIF4G2	K2
ZBED5	K3
ZBED5-AS1	K2
CTD-2003C8.2	K5
USP47	K5
MICAL2	K5
MICALCL	K5
ARNTL	K3
BTBD10	K3
FAR1	K3
RRAS2	K4
PSMA1	K2
PDE3B	K3
CYP2R1	K3
SOX6	K4
CTD-3096P4.1	K4
C11orf58	K2
PLEKHA7	K2
RPS13	K2
PIK3C2A	K3
NUCB2	K3
NCR3LG1	K2
RP1-239B22.5	K2
SERGEF	K3
TPH1	K1
SAAL1	K3
HPS5	K2
GTF2H1	K2
LDHA	K2
LDHAL6A	K5
TSG101	K5
UEVLD	K3
SPTY2D1	K2
TMEM86A	K5
ZDHHC13	K3
E2F8	K3
NAV2	K2
HTATIP2	K5
PRMT3	K2
ANO5	K2
FANCF	K3
GAS2	K4
SVIP	K5
RP11-17A1.3	K1
CCDC34	K3
LGR4	K4
RP11-159H22.2	K5
LIN7C	K2
KIF18A	K3
METTL15	K3
ARL14EP	K2
DNAJC24	K3
IMMP1L	K3
ELP4	K3
Z83001.1	K1
PAX6	K3
RCN1	K2
WT1	K1
WT1-AS	K1
EIF3M	K3
CCDC73	K1
PRRG4	K2
QSER1	K2
DEPDC7	K2
TCP11L1	K4
CSTF3	K3
CSTF3-AS1	K2
HIPK3	K5
CD59	K4
FBXO3	K4
LMO2	K3
AC132216.1	K3
CAPRIN1	K2
NAT10	K2
ABTB2	K1
CAT	K4
APIP	K3
PDHX	K3
CD44	K5
RP1-68D18.4	K5
FJX1	K2
TRIM44	K2
LDLRAD3	K2
COMMD9	K2
PRR5L	K1
TRAF6	K3
RAG1	K2
C11orf74	K3
RP11-63D14.1	K4
API5	K3
RP11-484D2.2	K4
TTC17	K5
RP11-484D2.5	K5
HSD17B12	K3
RP11-613D13.5	K1
ALKBH3	K2
ALKBH3-AS1	K2
ACCS	K2
EXT2	K3
CD82	K2
TSPAN18	K4
TP53I11	K2
PRDM11	K2
SLC35C1	K2
CRY2	K5
MAPK8IP1	K5
C11orf94	K1
PEX16	K2
PHF21A	K5
RP11-702F3.1	K1
CTD-2589M5.5	K4
CTD-2589M5.4	K4
CREB3L1	K5
DGKZ	K1
MDK	K1
CHRM4	K5
AMBRA1	K5
HARBI1	K5
ATG13	K5
ARHGAP1	K2
ZNF408	K2
CKAP5	K3
LRP4-AS1	K4
C11orf49	K2
RP11-390K5.3	K5
ARFGAP2	K2
PACSIN3	K1
DDB2	K3
RP11-17G12.2	K3
ACP2	K3
NR1H3	K2
MADD	K1
SPI1	K1
RP11-750H9.5	K1
SLC39A13	K3
PSMC3	K3
RAPSN	K1
CELF1	K3
NDUFS3	K3
PTPMT1	K3
MTCH2	K3
AGBL2	K2
FNBP4	K1
NUP160	K3
APLNR	K4
TNKS1BP1	K3
SSRP1	K3
PRG3	K1
PRG2	K1
SLC43A3	K3
SLC43A1	K3
TIMM10	K3
SMTNL1	K4
UBE2L6	K3
SERPING1	K1
YPEL4	K5
CLP1	K5
ZDHHC5	K5
MED19	K2
TMX2	K2
C11orf31	K3
RP11-691N7.6	K3
CTNND1	K3
LPXN	K1
ZFP91	K5
CNTF	K5
GLYAT	K5
FAM111B	K1
AP001258.4	K2
FAM111A	K3
OSBP	K1
PATL1	K3
STX3	K1
MRPL16	K3
TCN1	K1
MS4A3	K1
MS4A2	K1
MS4A6A	K1
CCDC86	K2
PTGDR2	K1
ZP1	K5
PRPF19	K2
RP11-881M11.2	K5
TMEM109	K3
VWCE	K5
DDB1	K4
DAK	K3
CYB561A3	K3
TMEM138	K3
TMEM216	K2
CPSF7	K3
RP11-286N22.8	K5
SDHAF2	K2
PPP1R32	K5
MYRF	K2
TMEM258	K2
FEN1	K3
FADS2	K2
FADS1	K3
FADS3	K1
RAB3IL1	K4
BEST1	K5
FTH1	K5
AP003733.1	K5
RP11-810P12.5	K5
INCENP	K3
ASRGL1	K2
AHNAK	K1
MIR3654	K1
TUT1	K2
MTA2	K2
EML3	K2
ROM1	K2
B3GAT3	K2
GANAB	K2
INTS5	K2
C11orf48	K2
METTL12	K2
C11orf83	K2
UBXN1	K4
BSCL2	K2
GNG3	K5
HNRNPUL2	K3
TTC9C	K2
ZBTB3	K3
POLR2G	K2
TAF6L	K2
TMEM223	K2
TMEM179B	K2
NXF1	K1
STX5	K5
RP11-727F15.9	K4
WDR74	K2
SLC3A2	K4
HRASLS5	K2
LGALS12	K1
RARRES3	K5
PLA2G16	K5
ATL3	K3
RTN3	K1
C11orf95	K1
C11orf84	K1
MARK2	K1
NAA40	K3
COX8A	K3
OTUB1	K3
MACROD1	K2
RP11-21A7A.4	K1
FLRT1	K2
STIP1	K2
FERMT3	K3
TRPT1	K3
NUDT22	K2
DNAJC4	K1
VEGFB	K1
FKBP2	K1
PPP1R14B	K2
PLCB3	K3
BAD	K3
GPR137	K4
ESRRA	K3
TRMT112	K2
PRDX5	K5
AP003774.1	K1
CCDC88B	K4
RPS6KA4	K3
RASGRP2	K1
PYGM	K5
SF1	K2
RP11-869B15.1	K1
MAP4K2	K2
MEN1	K2
CDC42BPG	K1
EHD1	K5
RP11-665N17.4	K5
MIR194-2	K5
ATG2A	K5
PPP2R5B	K4
C11orf85	K5
ARL2	K3
SNX15	K4
SAC3D1	K1
NAALADL1	K1
CDCA5	K3
ZFPL1	K5
TMEM262	K5
VPS51	K1
TM7SF2	K5
ZNHIT2	K5
FAU	K2
SYVN1	K5
MRPL49	K2
SPDYC	K5
AP003068.23	K4
CAPN1	K3
POLA2	K3
CDC42EP2	K5
DPF2	K2
TIGD3	K1
SLC25A45	K5
FRMD8	K5
NEAT1	K5
AP000769.1	K5
MALAT1	K5
SCYL1	K5
LTBP3	K1
SSSCA1-AS1	K5
SSSCA1	K2
FAM89B	K1
EHBP1L1	K4
KCNK7	K5
MAP3K11	K1
PCNXL3	K1
SIPA1	K1
RELA	K5
KAT5	K5
RNASEH2C	K3
AP5B1	K3
CFL1	K3
SNX32	K1
MUS81	K3
EFEMP2	K1
CTSW	K2
FIBP	K3
CCDC85B	K1
FOSL1	K5
C11orf68	K5
DRAP1	K2
SART1	K1
EIF1AD	K3
BANF1	K2
CST6	K1
CATSPER1	K1
SF3B2	K3
PACS1	K2
RP11-755F10.1	K1
KLC2	K4
RAB1B	K1
RP11-867G23.3	K4
CNIH2	K1
YIF1A	K3
RIN1	K1
BRMS1	K2
B3GNT1	K2
SLC29A2	K2
MRPL11	K3
PELI3	K2
DPP3	K3
BBS1	K1
ZDHHC24	K2
CTD-3074O7.12	K2
CTSF	K1
CCDC87	K5
CCS	K5
RBM14	K3
RBM4	K3
RBM4B	K3
RP11-658F2.8	K3
SPTBN2	K3
C11orf80	K3
RCE1	K2
PC	K4
LRFN4	K2
KDM2A	K1
AP001885.1	K4
ADRBK1	K3
ANKRD13D	K1
SSH3	K2
POLD4	K5
CLCF1	K1
RAD9A	K1
TBC1D10C	K1
CARNS1	K4
RPS6KB2	K3
PTPRCAP	K1
CORO1B	K2
TMEM134	K5
AIP	K2
PITPNM1	K1
CDK2AP2	K2
GSTP1	K3
NDUFV1	K3
NUDT8	K2
UNC93B1	K1
ALDH3B1	K5
RP5-901A4.1	K5
NDUFS8	K3
TCIRG1	K3
RP11-802E16.3	K1
CHKA	K1
SUV420H1	K4
C11orf24	K2
LRP5	K2
PPP6R3	K3
CTD-2007L18.5	K4
GAL	K2
MTL5	K2
CPT1A	K3
RP11-757G1.6	K1
MRPL21	K2
IGHMBP2	K1
TPCN2	K3
MYEOV	K2
CCND1	K2
ORAOV1	K3
PPFIA1	K1
AP000487.5	K1
CTTN	K3
SHANK2	K1
DHCR7	K2
RP11-660L16.2	K5
NADSYN1	K2
RP11-167J8.3	K4
FAM86C1	K2
RP11-849H4.2	K3
RNF121	K3
IL18BP	K3
NUMA1	K4
RP11-849H4.4	K5
LRTOMT	K2
LAMTOR1	K2
ANAPC15	K3
INPPL1	K1
CLPB	K2
PDE2A	K5
ARAP1	K1
ARAP1-AS2	K1
STARD10	K1
ATG16L2	K1
FCHSD2	K2
P2RY2	K1
ARHGEF17	K1
RELT	K3
FAM168A	K3
PLEKHB1	K2
RAB6A	K3
MRPL48	K3
COA4	K2
PAAF1	K3
UCP2	K4
UCP3	K4
C2CD3	K4
PPME1	K4
P4HA3	K4
PGM2L1	K4
RP11-702H23.4	K4
KCNE3	K1
LIPT2	K2
AP001372.2	K2
POLD3	K3
RNF169	K3
SPCS2	K3
NEU3	K2
OR2AT4	K4
CTD-2562J17.2	K5
SLCO2B1	K5
CTD-2562J17.7	K1
ARRB1	K2
RPS3	K3
KLHL35	K2
GDPD5	K4
SERPINH1	K3
CTD-2530H12.4	K3
MAP6	K4
DGAT2	K4
UVRAG	K4
RP11-111M22.2	K2
RP11-111M22.3	K3
C11orf30	K4
LRRC32	K1
RP11-21L23.4	K5
TSKU	K5
ACER3	K3
CAPN5	K4
OMP	K4
MYO7A	K5
PAK1	K3
CLNS1A	K3
AQP11	K2
RSF1	K3
AAMDC	K3
RP11-91P24.5	K3
INTS4	K3
NDUFC2	K2
ALG8	K3
KCTD21-AS1	K2
KCTD21	K1
USP35	K1
GAB2	K1
RP11-452H21.2	K1
RP11-452H21.4	K1
NARS2	K2
PRCP	K2
C11orf82	K3
RAB30	K2
RAB30-AS1	K3
PCF11	K3
ANKRD42	K2
CCDC90B	K2
DLG2	K2
TMEM126B	K2
TMEM126A	K3
CREBZF	K4
CCDC89	K5
SYTL2	K1
PICALM	K4
EED	K3
C11orf73	K3
CCDC81	K3
ME3	K2
PRSS23	K2
FZD4	K2
TMEM135	K2
RAB38	K2
CTSC	K2
CHORDC1	K2
SLC36A4	K1
SMCO4	K2
KIAA1731	K3
SCARNA9	K1
TAF1D	K2
C11orf54	K1
MED17	K4
PANX1	K2
GPR83	K5
MRE11A	K3
ANKRD49	K3
PIWIL4	K1
FUT4	K1
AMOTL1	K2
CWC15	K3
KDM4D	K2
ENDOD1	K4
RP11-712B9.2	K4
SESN3	K5
FAM76B	K5
CEP57	K3
MTMR2	K3
MAML2	K1
CCDC82	K3
JRKL	K3
RP11-379J13.2	K4
ARHGAP42	K4
TMEM133	K4
TRPC6	K1
KIAA1377	K2
BIRC3	K5
BIRC2	K5
TMEM123	K2
DCUN1D5	K2
DYNC2H1	K1
PDGFD	K2
CASP4	K2
CASP1	K1
CARD16	K2
MSANTD4	K3
KBTBD3	K5
AASDHPPT	K3
CWF19L2	K3
ALKBH8	K2
SLC35F2	K2
CUL5	K3
RP11-144G7.2	K4
ACAT1	K3
NPAT	K3
ATM	K3
C11orf65	K3
KDELC2	K2
EXPH5	K3
DDX10	K2
ZC3H12C	K1
RDX	K3
FDX1	K2
SIK2	K3
PPP2R1B	K3
ALG9	K3
FDXACB1	K2
C11orf1	K2
DIXDC1	K2
DLAT	K3
PIH1D2	K2
C11orf57	K2
TIMM8B	K2
SDHD	K2
IL18	K2
BCO2	K1
PTS	K3
TTC12	K3
TMPRSS5	K4
ZW10	K3
USP28	K2
ZBTB16	K1
C11orf71	K4
RBM7	K5
RP11-212D19.4	K5
REXO2	K5
NXPE1	K5
NXPE4	K5
NXPE2	K5
BUD13	K3
ZNF259	K2
APOA1	K1
APOA1-AS	K5
SIK3	K5
PAFAH1B2	K2
SIDT2	K5
TAGLN	K5
PCSK7	K4
RNF214	K4
BACE1	K3
CEP164	K2
TMPRSS13	K4
IL10RA	K5
TMPRSS4	K4
AMICA1	K1
MPZL3	K1
UBE4A	K2
RP11-770J1.5	K5
ATP5L	K3
RP11-770J1.4	K5
KMT2A	K4
TMEM25	K1
IFT46	K2
ARCN1	K2
PHLDB1	K2
DDX6	K2
BCL9L	K1
RP11-110I1.12	K2
CCDC84	K1
RPS25	K2
TRAPPC4	K3
SLC37A4	K3
HYOU1	K2
RP11-110I1.14	K5
RP11-110I1.13	K5
VPS11	K5
HMBS	K4
H2AFX	K3
DPAGT1	K2
C2CD2L	K1
HINFP	K3
NLRX1	K2
CCDC153	K1
CBL	K1
RNF26	K3
USP2	K1
USP2-AS1	K2
PVRL1	K3
CTD-2523D13.2	K2
TRIM29	K2
OAF	K1
TMEM136	K1
ARHGEF12	K5
GRIK4	K1
TBCEL	K5
TECTA	K5
SC5D	K3
SORL1	K1
UBASH3B	K3
C11orf63	K1
HSPA8	K2
CLMP	K5
GRAMD1B	K1
ZNF202	K2
VWA5A	K2
TBRG1	K1
SIAE	K2
SPA17	K3
NRGN	K1
VSIG2	K1
ESAM	K1
RP11-677M14.3	K1
MSANTD2	K3
ROBO3	K1
CCDC15	K3
SLC37A2	K1
TMEM218	K3
FEZ1	K5
EI24	K3
STT3A-AS1	K5
STT3A	K3
CHEK1	K3
ACRV1	K3
HYLS1	K4
PUS3	K2
RPUSD4	K2
FAM118B	K3
FOXRED1	K3
TIRAP	K1
RP11-712L6.5	K1
DCPS	K3
ST3GAL4	K1
KIRREL3	K1
ETS1	K1
FLI1	K1
SENCR	K1
ARHGAP32	K2
NFRKB	K2
PRDM10	K3
APLP2	K3
ST14	K1
ZBTB44	K1
RP11-121M22.1	K2
RP11-890B15.3	K1
SNX19	K3
IGSF9B	K1
JAM3	K3
NCAPD3	K3
VPS26B	K3
THYN1	K3
ACAD8	K3
GLB1L2	K2
IQSEC3	K2
SLC6A13	K1
KDM5A	K5
CCDC77	K2
B4GALNT3	K1
NINJ2	K5
RP5-1154L15.1	K4
RP11-218M22.1	K1
WNK1	K5
RAD52	K3
RP11-359B12.2	K2
ERC1	K2
FBXL14	K1
ADIPOR2	K4
CACNA2D4	K4
RP5-1096D14.3	K4
LINC00940	K5
DCP1B	K5
CACNA1C	K1
CACNA1C-AS2	K1
CACNA1C-AS1	K2
FKBP4	K2
ITFG2	K2
NRIP2	K2
FOXM1	K3
RHNO1	K3
TULP3	K5
TEAD4	K2
TSPAN9	K1
EFCAB4B	K2
CCND2	K2
C12orf5	K2
C12orf4	K3
