gene	cluster
KIAA1199	K1
KIAA1211	K2
KIAA1279	K5
KIAA1324	K7
KIAA1324L	K2
KIAA1328	K2
KIAA1377	K1
KIAA1429	K2
KIAA1430	K2
KIAA1467	K2
KIAA1468	K2
KIAA1522	K5
KIAA1524	K4
KIAA1549	K1
KIAA1551	K1
KIAA1586	K6
KIAA1598	K1
KIAA1614	K1
KIAA1658	K5
KIAA1671	K4
KIAA1683	K7
KIAA1715	K4
KIAA1731	K4
KIAA1841	K4
KIAA1875	K6
KIAA1958	K2
KIAA2013	K2
KIAA2018	K1
KIAA2026	K1
KIDINS220	K7
KIF11	K4
KIF13A	K2
KIF13B	K1
KIF14	K4
KIF15	K4
KIF16B	K2
KIF18A	K5
KIF18B	K5
KIF19	K6
KIF1B	K2
KIF1C	K5
KIF20A	K5
KIF20B	K4
KIF21A	K4
KIF21B	K3
KIF22	K5
KIF23	K5
KIF24	K5
KIF26A	K6
KIF27	K1
KIF2A	K2
KIF2C	K5
KIF3A	K2
KIF3B	K2
KIF3C	K2
KIF4A	K5
KIF4B	K5
KIF5A	K2
KIF5B	K1
KIF7	K1
KIF9	K2
KIF9-AS1	K3
KIFAP3	K2
KIFC1	K5
KIFC2	K5
KIFC3	K3
KIN	K4
KIRREL3	K3
KIT	K2
KITLG	K5
KLC1	K2
KLC2	K6
KLC3	K7
KLC4	K6
KLF1	K6
KLF10	K1
KLF11	K1
KLF12	K1
KLF13	K1
KLF15	K5
KLF16	K4
KLF3	K7
KLF4	K1
KLF5	K1
KLF6	K1
KLF7	K1
KLF8	K1
KLF9	K1
KLHDC1	K1
KLHDC10	K1
KLHDC2	K7
KLHDC4	K5
KLHDC8A	K6
KLHDC8B	K6
KLHDC9	K2
KLHL11	K2
KLHL12	K5
KLHL13	K2
KLHL15	K1
KLHL17	K5
KLHL18	K5
KLHL2	K1
KLHL20	K4
KLHL21	K6
KLHL22	K5
KLHL23	K2
KLHL24	K7
KLHL25	K5
KLHL26	K4
KLHL28	K1
KLHL3	K1
KLHL31	K2
KLHL32	K2
KLHL35	K2
KLHL36	K2
KLHL42	K2
KLHL5	K1
KLHL6	K2
KLHL6-AS1	K1
KLHL7	K5
KLHL7-AS1	K4
KLHL8	K2
KLHL9	K4
KLLN	K2
KLRB1	K1
KLRD1	K7
KLRG1	K2
KMT2A	K1
KMT2B	K3
KMT2C	K1
KMT2D	K1
KMT2E	K1
KMT2E-AS1	K6
KNCN	K6
KNG1	K7
KNOP1	K4
KNSTRN	K5
KNTC1	K4
KPNA1	K6
KPNA2	K5
KPNA3	K4
KPNA4	K1
KPNA5	K2
KPNA6	K7
KPNB1	K2
KRAS	K2
KRBA1	K2
KRBA2	K1
KRBOX4	K2
KRCC1	K4
KREMEN1	K5
KRIT1	K4
KRR1	K2
KRT1	K7
KRT10	K4
KRT13	K5
KRT18	K3
KRT2	K3
KRT222	K4
KRT3	K6
KRT79	K3
KRT8	K1
KRT81	K3
KRT86	K3
KRTCAP2	K5
KSR1	K3
KTI12	K4
KTN1	K1
KTN1-AS1	K2
KXD1	K6
KY	K3
KYNU	K2
L2HGDH	K5
L3HYPDH	K3
L3MBTL1	K3
L3MBTL2	K4
L3MBTL3	K2
L3MBTL4	K1
LA16c-316G12.2	K6
LA16c-325D7.2	K4
LA16c-358B7.3	K3
LA16c-361A3.3	K3
LA16c-366D3.1	K5
LA16c-380H5.5	K2
LA16c-390E6.4	K6
LACC1	K1
LACE1	K4
LACTB	K2
LACTB2	K5
LAG3	K1
LAGE3	K5
LAIR1	K1
LAMA5	K5
LAMB1	K1
LAMB2	K1
LAMB3	K6
LAMC1	K1
LAMP1	K1
LAMP2	K1
LAMP3	K5
LAMTOR1	K5
LAMTOR2	K5
LAMTOR3	K6
LAMTOR4	K5
LAMTOR5	K6
LAMTOR5-AS1	K1
LANCL1	K4
LANCL2	K2
LANCL3	K6
LAP3	K4
LAPTM4A	K1
LAPTM4B	K1
LAPTM5	K2
LARP1	K1
LARP1B	K2
LARP4	K4
LARP7	K4
LARS	K2
LARS2	K4
LAS1L	K4
LASP1	K3
LAT	K5
LAT2	K1
LATS1	K2
LATS2	K1
LAX1	K3
LBH	K6
LBR	K5
LBX2-AS1	K6
LCA5	K4
LCA5L	K2
LCAT	K5
LCLAT1	K4
LCMT1	K4
LCMT2	K5
LCN2	K4
LCOR	K1
LCORL	K2
LCP1	K2
LCP2	K2
LCTL	K5
LDB1	K4
LDB3	K6
LDHA	K2
LDHAL6A	K1
LDHB	K4
LDHD	K5
LDLR	K5
LDLRAD2	K3
LDLRAD3	K4
LDLRAD4	K2
LDLRAP1	K4
LDOC1	K1
LDOC1L	K2
LEAP2	K2
LEF1	K2
LEFTY2	K7
LEMD2	K3
LEMD3	K1
LENG1	K6
LENG8	K3
LENG8-AS1	K1
LEO1	K2
LEPR	K5
LEPRE1	K5
LEPREL4	K2
LEPROT	K1
LEPROTL1	K2
LETM1	K4
LETM2	K1
LETMD1	K4
LFNG	K3
LGALS1	K3
LGALS12	K3
LGALS3	K6
LGALS3BP	K4
LGALS4	K3
LGALS8	K2
LGALS8-AS1	K6
LGALS9	K2
LGALSL	K1
LGMN	K1
LGR4	K2
LGR6	K4
LHFP	K2
LHFPL2	K2
LHPP	K5
LHX3	K7
LHX4	K1
LIAS	K2
LIF	K3
LIG1	K5
LIG3	K2
LIG4	K4
LILRA2	K3
LILRA6	K7
LILRB2	K1
LILRB3	K7
LIMA1	K2
LIMD1	K2
LIMD2	K2
LIME1	K6
LIMK1	K3
LIMK2	K5
LIMS1	K2
LIN37	K6
LIN54	K1
LIN7A	K1
LIN7B	K5
LIN7C	K2
LIN9	K4
LINC-PINT	K7
LINC00092	K3
LINC00094	K2
LINC00106	K6
LINC00115	K6
LINC00116	K5
LINC00152	K5
LINC00174	K6
LINC00176	K1
LINC00205	K2
LINC00265	K2
LINC00299	K7
LINC00304	K1
LINC00310	K3
LINC00323	K3
LINC00324	K3
LINC00334	K7
LINC00339	K4
LINC00341	K1
LINC00342	K4
LINC00346	K7
LINC00412	K6
LINC00422	K2
LINC00426	K1
LINC00441	K6
LINC00449	K1
LINC00493	K5
LINC00515	K1
LINC00526	K4
LINC00528	K3
LINC00570	K7
LINC00607	K6
LINC00618	K5
LINC00630	K4
LINC00649	K1
LINC00654	K7
LINC00656	K6
LINC00657	K2
LINC00662	K2
LINC00663	K4
LINC00664	K4
LINC00665	K2
LINC00667	K2
LINC00669	K2
LINC00672	K1
LINC00685	K6
LINC00694	K3
LINC00843	K4
LINC00847	K4
LINC00853	K6
LINC00863	K6
LINC00869	K1
LINC00877	K7
LINC00883	K2
LINC00884	K4
LINC00885	K5
LINC00893	K1
LINC00894	K6
LINC00896	K3
LINC00909	K4
LINC00910	K3
LINC00923	K2
LINC00926	K3
LINC00936	K1
LINC00937	K3
LINC00938	K2
LINC00940	K7
LINC00941	K4
LINC00954	K4
LINC00957	K1
LINC00959	K2
LINC00960	K4
LINC00969	K4
LINC00977	K4
LINC00984	K1
LINC00987	K2
LINC00989	K6
LINC00998	K2
LINC01001	K1
LINC01003	K1
LINC01004	K7
LINC01011	K1
LINC01018	K7
LINC01021	K6
LINC01023	K5
LINC01033	K6
LINC01036	K2
LINC01037	K2
LINC01063	K6
LINC01082	K6
LINC01088	K1
LINC01094	K7
LINC01122	K1
LINC01125	K2
LINC01132	K3
LINC01133	K5
LINC01134	K6
LINC01136	K7
LINC01137	K3
LINC01150	K1
LINC01155	K4
LINS	K5
LIPA	K2
LIPE	K4
LIPE-AS1	K7
LIPH	K3
LIPT1	K7
LIPT2	K4
LITAF	K2
LIX1L	K2
LL0XNC01-237H1.2	K5
LL0XNC01-7P3.1	K2
LL22NC03-2H8.4	K5
LL22NC03-2H8.5	K3
LL22NC03-86G7.1	K2
LL22NC03-N27C7.1	K2
LLfos-48D6.1	K3
LLGL1	K2
LLGL2	K3
LLNLR-299G3.1	K7
LLPH	K2
LMAN1	K2
LMAN2	K5
LMAN2L	K5
LMBR1	K2
LMBR1L	K5
LMBRD1	K5
LMBRD2	K2
LMCD1	K6
LMF1	K4
LMF2	K5
LMLN	K4
LMNA	K6
LMNB1	K2
LMNB2	K4
LMO2	K2
LMO4	K2
LMO7	K1
LMOD1	K7
LMTK2	K1
LNP1	K4
LNPEP	K2
LNX1	K4
LNX2	K7
LOH12CR1	K5
LONP1	K5
LONP2	K4
LONRF1	K1
LONRF2	K5
LONRF3	K3
LOX	K1
LOXL1-AS1	K1
LOXL3	K3
LPAR2	K3
LPAR5	K3
LPAR6	K1
LPCAT1	K1
LPCAT2	K1
LPCAT3	K4
LPCAT4	K2
LPGAT1	K2
LPHN1	K1
LPIN1	K2
LPIN2	K7
LPIN3	K5
LPO	K3
LPP	K2
LPPR3	K3
LPXN	K3
LRBA	K2
LRCH1	K2
LRCH3	K2
LRCH4	K3
LRFN1	K1
LRFN4	K5
LRG1	K5
LRIF1	K6
LRIG1	K2
LRIG2	K2
LRIG3	K4
LRIT3	K7
LRMP	K2
LRP1	K5
LRP10	K7
LRP11	K2
LRP12	K2
LRP3	K5
LRP4-AS1	K6
LRP5	K4
LRP5L	K4
LRP6	K2
LRP8	K2
LRPAP1	K5
LRPPRC	K4
LRR1	K5
LRRC1	K1
LRRC14	K5
LRRC16A	K1
LRRC19	K1
LRRC2	K7
LRRC20	K4
LRRC23	K4
LRRC25	K7
LRRC27	K2
LRRC28	K2
LRRC29	K6
LRRC32	K3
LRRC34	K4
LRRC37A	K2
LRRC37A2	K2
LRRC37A3	K1
LRRC37B	K1
LRRC4	K1
LRRC40	K4
LRRC42	K5
LRRC43	K1
LRRC45	K5
LRRC46	K5
LRRC49	K1
LRRC56	K4
LRRC57	K4
LRRC58	K2
LRRC59	K4
LRRC6	K2
LRRC61	K2
LRRC63	K1
LRRC69	K2
LRRC7	K2
LRRC71	K7
LRRC73	K7
LRRC8A	K7
LRRC8B	K2
LRRC8C	K2
LRRC8D	K2
LRRCC1	K4
LRRFIP1	K2
LRRFIP2	K2
LRRIQ3	K2
LRRK1	K1
LRRN2	K6
LRRN4	K5
LRRTM2	K1
LRSAM1	K5
LRTOMT	K2
LRWD1	K5
LSG1	K4
LSM1	K6
LSM10	K6
LSM11	K2
LSM12	K2
LSM14A	K1
LSM2	K5
LSM3	K4
LSM4	K5
LSM5	K4
LSM6	K4
LSM7	K5
LSMD1	K5
LSMEM1	K7
LSMEM2	K7
LSP1	K1
LSR	K1
LSS	K6
LTA4H	K1
LTB	K3
LTB4R	K3
LTBP1	K4
LTBP2	K7
LTBP3	K3
LTBP4	K4
LTBR	K2
LTF	K6
LTV1	K4
LUC7L	K6
LUC7L3	K2
LUCAT1	K3
LUM	K3
LUZP1	K2
LUZPP1	K7
LXN	K5
LY6E	K4
LY6G5B	K6
LY6G5C	K7
LY75	K1
LY9	K6
LY96	K3
LYAR	K4
LYG1	K3
LYG2	K4
LYL1	K6
LYN	K2
LYNX1	K2
LYPLA1	K2
LYPLA2	K5
LYPLAL1	K6
LYRM1	K5
LYRM2	K4
LYRM4	K4
LYRM7	K2
LYRM9	K5
LYSMD1	K5
LYSMD2	K2
LYSMD3	K7
LYSMD4	K5
LYST	K1
LYZ	K1
LZTFL1	K1
LZTR1	K4
LZTS1	K7
LZTS2	K4
M1AP	K2
M6PR	K5
MAB21L3	K6
MACC1	K1
MACF1	K2
MACROD1	K4
MAD1L1	K5
MAD2L1	K4
MAD2L1BP	K6
MAD2L2	K5
MADCAM1	K5
MADD	K2
MAEA	K5
MAF1	K7
MAFF	K7
MAFG	K6
MAFG-AS1	K5
MAFK	K7
MAGED1	K2
MAGEE1	K1
MAGEF1	K2
MAGEH1	K2
MAGI3	K1
MAGIX	K5
MAGOH	K5
MAGOHB	K5
MAGT1	K4
MAK	K1
MAK16	K4
MALAT1	K1
MALRD1	K1
MALSU1	K4
MALT1	K2
MAMDC4	K5
MAML1	K2
MAML2	K1
MAML3	K1
MAMLD1	K2
MAMSTR	K5
MAN1A1	K1
MAN1A2	K1
MAN1B1	K5
MAN1C1	K1
MAN2A1	K2
MAN2A2	K6
MAN2B1	K4
MAN2B2	K4
MAN2C1	K5
MANBA	K2
MANBAL	K4
MANEA	K2
MANEA-AS1	K2
MANF	K3
MANSC1	K2
MAOA	K2
MAP10	K2
MAP1A	K1
MAP1LC3A	K6
MAP1LC3B	K7
MAP1LC3B2	K7
MAP1S	K5
MAP2	K7
MAP2K1	K2
MAP2K2	K6
MAP2K3	K6
MAP2K5	K2
MAP2K6	K1
MAP2K7	K7
MAP3K1	K2
MAP3K10	K3
MAP3K11	K5
MAP3K12	K1
MAP3K13	K4
MAP3K14-AS1	K2
MAP3K15	K7
MAP3K2	K1
MAP3K3	K1
MAP3K4	K4
MAP3K5	K1
MAP3K6	K2
MAP3K7	K5
MAP3K7CL	K7
MAP3K8	K7
MAP3K9	K1
MAP4	K2
MAP4K1	K1
MAP4K2	K4
MAP4K3	K1
MAP4K4	K2
MAP4K5	K7
MAP6	K6
MAP6D1	K2
MAP7	K2
MAP7D1	K1
MAP7D2	K2
MAP7D3	K2
MAP9	K2
MAPK1	K1
MAPK12	K2
MAPK13	K6
MAPK14	K1
MAPK1IP1L	K2
MAPK3	K1
MAPK6	K2
MAPK7	K4
MAPK8	K1
MAPK8IP1	K7
MAPK8IP3	K6
MAPK9	K2
MAPKAP1	K2
MAPKAPK2	K1
MAPKAPK3	K2
MAPKAPK5	K2
MAPKAPK5-AS1	K2
MAPKBP1	K2
MAPRE1	K4
MAPRE2	K2
MAPRE3	K3
MAPT	K1
MARC1	K3
MARCH1	K2
MARCH2	K7
MARCH3	K6
MARCH5	K1
MARCH6	K7
MARCH7	K2
MARCH8	K7
MARCH9	K1
MARCKSL1	K2
MARK2	K1
MARK3	K7
MARK4	K1
MARS	K5
MARS2	K4
MARVELD1	K2
MARVELD2	K4
MARVELD3	K6
MAST1	K6
MAST2	K4
MAST3	K7
MAST4	K1
MAST4-AS1	K5
MASTL	K5
MAT2A	K4
MAT2B	K7
MATK	K2
MATN1	K1
MATN1-AS1	K7
MATN2	K2
MATR3	K2
MAU2	K6
MAVS	K5
MAX	K1
MAZ	K5
MB21D1	K4
MB21D2	K2
MBD1	K5
MBD2	K2
MBD3	K5
MBD4	K4
MBD5	K1
MBD6	K7
MBIP	K2
MBLAC2	K2
MBNL1	K1
MBNL1-AS1	K1
MBNL2	K7
MBNL3	K1
MBOAT1	K4
MBOAT2	K5
MBOAT7	K3
MBP	K1
MBTD1	K1
MBTPS1	K4
MBTPS2	K2
MC1R	K6
MCAT	K5
MCC	K6
MCCC1	K4
MCCC2	K2
MCEE	K4
MCF2L2	K1
MCFD2	K4
MCL1	K1
MCM10	K5
MCM2	K5
MCM3	K4
MCM3AP	K6
MCM3AP-AS1	K2
MCM4	K4
MCM5	K5
MCM6	K4
MCM7	K5
MCM8	K2
MCM9	K2
MCMBP	K2
MCMDC2	K2
MCOLN1	K6
MCOLN2	K1
MCPH1	K4
MCTP1	K1
MCTP2	K2
MCTS1	K5
MCU	K4
MCUR1	K2
MDC1	K4
MDH1	K4
MDH1B	K2
MDH2	K4
MDK	K1
MDM1	K4
MDM2	K6
MDM4	K2
MDN1	K2
ME1	K5
ME2	K2
ME3	K2
MEA1	K5
MEAF6	K4
MECOM	K1
MECP2	K7
MECR	K4
MED1	K2
MED10	K5
MED11	K6
MED12	K2
MED12L	K1
MED13	K1
MED13L	K1
MED14	K2
MED15	K5
MED16	K6
MED17	K1
MED18	K5
MED19	K5
MED20	K5
MED21	K7
MED22	K5
MED23	K4
MED24	K5
MED25	K6
MED26	K1
MED27	K5
MED28	K2
MED29	K6
MED31	K5
MED4	K5
MED4-AS1	K1
MED6	K4
MED7	K4
MED8	K5
MEF2A	K1
MEF2BNB	K5
MEF2C	K2
MEF2C-AS1	K1
MEF2D	K1
MEG3	K1
MEGF11	K2
MEGF6	K3
MEGF8	K2
MEGF9	K7
MEI1	K3
MEIS1	K2
MEIS2	K3
MELK	K5
MEMO1	K2
MEN1	K2
MEPCE	K3
MERTK	K1
MESDC1	K1
MESDC2	K4
MEST	K2
METAP1	K4
METAP1D	K4
METAP2	K4
METRN	K3
METRNL	K3
METTL1	K4
METTL10	K4
METTL12	K5
METTL13	K4
METTL14	K4
METTL15	K4
METTL16	K4
METTL17	K5
METTL18	K4
METTL20	K1
METTL21A	K4
METTL21B	K2
METTL22	K6
METTL23	K4
METTL25	K2
METTL2A	K4
METTL2B	K4
METTL3	K4
METTL4	K6
METTL5	K4
METTL6	K4
METTL7A	K6
METTL8	K2
METTL9	K1
MEX3A	K1
MEX3B	K2
MEX3C	K1
MEX3D	K4
MFAP3	K4
MFAP3L	K7
MFAP4	K1
MFF	K4
MFGE8	K4
MFHAS1	K6
MFI2	K3
MFI2-AS1	K3
MFN1	K4
MFN2	K6
MFNG	K4
MFSD1	K3
MFSD10	K3
MFSD11	K5
MFSD12	K3
MFSD2A	K3
MFSD2B	K6
MFSD3	K5
MFSD4	K1
MFSD5	K5
MFSD6	K1
MFSD6L	K3
MFSD7	K3
MFSD8	K5
MFSD9	K4
MGA	K2
MGAT1	K5
MGAT3	K6
MGAT4A	K1
MGAT4B	K2
MGAT5	K1
MGEA5	K7
MGLL	K2
MGME1	K6
MGMT	K4
MGP	K7
MGRN1	K1
MGST1	K2
MGST2	K4
MGST3	K6
MIA3	K2
MIAT	K7
MIB1	K1
MIB2	K5
MICA	K4
MICAL1	K1
MICAL2	K6
MICAL3	K6
MICALCL	K7
MICALL1	K2
MICALL2	K6
MICB	K4
MICU1	K5
MICU2	K5
MID1	K2
MID1IP1	K5
MIDN	K2
MIEF1	K4
MIEF2	K5
MIEN1	K6
MIER1	K2
MIER2	K5
MIER3	K2
MIF4GD	K4
MIIP	K6
MILR1	K3
MINA	K2
MINK1	K5
MINOS1	K4
MINPP1	K6
MIOS	K2
MIPEP	K4
MIPOL1	K2
MIR1-2	K1
MIR142	K3
MIR146A	K1
MIR155HG	K3
MIR181A1HG	K1
MIR194-2	K7
MIR210HG	K5
MIR22HG	K7
MIR24-2	K1
MIR29A	K7
MIR3150A	K5
MIR3654	K5
MIR4435-1HG	K5
MIR4453	K4
MIR4458HG	K2
MIR451B	K6
MIR503HG	K3
MIR940	K5
MIRLET7DHG	K7
MIS12	K4
MIS18A	K4
MIS18BP1	K2
MITF	K4
MKI67	K5
MKKS	K5
MKL1	K2
MKL2	K2
MKLN1	K1
MKNK1	K6
MKNK1-AS1	K6
MKNK2	K6
MKRN1	K7
MKRN2	K4
MKS1	K5
MLANA	K1
MLC1	K4
MLEC	K2
MLF1	K1
MLF2	K5
MLH1	K4
MLH3	K2
MLK4	K2
MLK7-AS1	K1
MLKL	K2
MLLT1	K2
MLLT10	K2
MLLT11	K2
MLLT3	K1
MLLT4	K1
MLLT6	K2
MLTK	K1
MLX	K4
MLXIP	K7
MLYCD	K2
MMAA	K2
MMAB	K4
MMACHC	K4
MMADHC	K6
MMD	K6
MMGT1	K2
MMP14	K3
MMP15	K3
MMP17	K3
MMP19	K3
MMP2	K1
MMP24	K3
MMP24-AS1	K1
MMP25	K3
MMRN1	K1
MMS19	K5
MMS22L	K4
MN1	K1
MNAT1	K4
MND1	K4
MNDA	K3
MNS1	K4
MNT	K1
MOAP1	K1
MOB1A	K2
MOB1B	K7
MOB2	K6
MOB3A	K3
MOB3B	K4
MOB3C	K6
MOCOS	K6
MOCS2	K4
MOCS3	K4
MOGS	K2
MOK	K5
MON1A	K5
MON1B	K4
MON2	K2
MORC1	K4
MORC2	K1
MORC2-AS1	K3
MORC3	K6
MORF4L2	K5
MORF4L2-AS1	K3
MORN1	K5
MORN2	K4
MORN4	K5
MOSPD1	K6
MOSPD2	K4
MOSPD3	K4
MOV10	K4
MOV10L1	K4
MPC1	K4
MPC2	K5
MPDU1	K5
MPDZ	K1
MPG	K5
MPHOSPH10	K2
MPHOSPH6	K4
MPHOSPH9	K4
MPI	K2
MPL	K1
MPLKIP	K5
MPND	K3
MPO	K1
MPP1	K6
MPP3	K3
MPP4	K1
MPP5	K1
MPP6	K1
MPP7	K2
MPPE1	K4
MPRIP	K1
MPST	K5
MPV17	K4
MPV17L	K2
MPV17L2	K5
MPZ	K3
MPZL1	K2
MPZL3	K3
MR1	K1
MRC2	K3
MRE11A	K4
MREG	K4
MRFAP1	K1
MRFAP1L1	K7
MRGBP	K2
MRGPRE	K6
MRI1	K4
MRM1	K5
MROH1	K5
MROH2A	K6
MROH6	K3
MROH7	K3
MROH8	K4
MRP63	K4
MRPL1	K4
MRPL11	K4
MRPL12	K5
MRPL13	K4
MRPL14	K5
MRPL15	K4
MRPL16	K4
MRPL17	K4
MRPL18	K5
MRPL19	K4
MRPL2	K5
MRPL20	K5
MRPL21	K5
MRPL22	K5
MRPL23	K4
MRPL23-AS1	K7
MRPL24	K4
MRPL27	K5
MRPL28	K6
MRPL3	K4
MRPL32	K4
MRPL33	K5
MRPL34	K5
MRPL35	K4
MRPL36	K5
MRPL37	K5
MRPL38	K6
MRPL39	K4
MRPL4	K4
MRPL40	K5
MRPL41	K5
MRPL42	K4
MRPL43	K5
MRPL44	K5
MRPL45	K4
MRPL46	K4
MRPL47	K5
MRPL48	K4
MRPL49	K5
MRPL50	K5
MRPL51	K4
MRPL52	K5
MRPL54	K5
MRPL55	K6
MRPL9	K4
MRPS10	K4
MRPS11	K4
MRPS12	K5
MRPS14	K4
MRPS15	K4
MRPS16	K5
MRPS18A	K5
MRPS18B	K5
MRPS18C	K5
MRPS2	K4
MRPS21	K4
MRPS22	K5
MRPS23	K4
MRPS24	K4
MRPS25	K4
MRPS26	K4
MRPS27	K4
MRPS28	K4
MRPS30	K4
MRPS31	K4
MRPS33	K4
MRPS34	K5
MRPS35	K4
MRPS36	K5
MRPS5	K4
MRPS6	K4
MRPS7	K5
MRPS9	K5
MRRF	K4
MRS2	K4
MRTO4	K4
MRVI1	K1
MS4A2	K3
MS4A3	K3
MS4A6A	K3
MSANTD1	K3
MSANTD2	K2
MSANTD3	K2
MSANTD4	K4
MSH2	K4
MSH3	K2
MSH4	K6
MSH5	K4
MSH6	K4
MSI2	K1
MSL1	K2
MSL2	K1
MSL3	K4
MSMO1	K6
MSN	K2
MSRA	K2
MSRB1	K6
MSRB2	K1
MSRB3	K1
MSS51	K6
MST1	K6
MST1R	K5
MST4	K2
MSTO1	K4
MT1E	K5
MT1F	K3
MT1G	K5
MT1H	K5
MT1X	K4
MT2A	K6
MTA1	K2
MTA2	K2
MTA3	K4
MTAP	K4
MTBP	K4
MTCH1	K7
MTCH2	K5
MTCP1	K3
MTDH	K2
MTERF	K2
MTERFD1	K5
MTERFD2	K4
MTERFD3	K5
MTF1	K1
MTF2	K4
MTFMT	K4
MTFP1	K5
MTFR1	K4
MTFR1L	K4
MTFR2	K4
MTG1	K5
MTG2	K6
MTHFD1	K4
MTHFD1L	K2
MTHFD2	K5
MTHFR	K6
MTHFS	K5
MTHFSD	K5
MTIF2	K4
MTIF3	K4
MTL5	K2
MTM1	K2
MTMR1	K2
MTMR10	K1
MTMR11	K6
MTMR12	K2
MTMR14	K7
MTMR2	K4
MTMR3	K7
MTMR4	K7
MTMR6	K5
MTMR7	K1
MTMR8	K4
MTO1	K4
MTOR	K4
MTPAP	K4
MTPN	K1
MTR	K2
MTRF1	K5
MTRF1L	K2
MTRNR2L3	K1
MTRNR2L9	K2
MTRR	K2
MTSS1	K4
MTURN	K1
MTUS2	K3
MTX1	K5
MTX2	K4
MTX3	K2
MUC1	K4
MUC12	K3
MUC20	K1
MUC5B	K6
MUL1	K6
MUM1	K5
MUS81	K5
MUT	K5
MUTYH	K4
MVB12A	K5
MVB12B	K1
MVD	K5
MVK	K5
MVP	K6
MX1	K1
MX2	K1
MXD1	K2
MXD3	K6
MXD4	K7
MXI1	K7
MYADM	K1
MYB	K2
MYBBP1A	K4
MYBL2	K5
MYC	K4
MYCBP	K5
MYCBP2	K2
MYCBPAP	K4
MYCN	K1
MYCT1	K1
MYD88	K4
MYEF2	K1
MYEOV	K5
MYEOV2	K4
MYH10	K4
MYH11	K7
MYH15	K6
MYH3	K3
MYH7B	K3
MYH9	K4
MYL12A	K3
MYL12B	K5
MYL4	K6
MYL5	K3
MYL6	K6
MYL6B	K4
MYLIP	K1
MYLK	K3
MYLK2	K6
MYLK3	K5
MYLK4	K1
MYLPF	K3
MYNN	K7
MYO10	K2
MYO15A	K1
MYO15B	K3
MYO16	K1
MYO18A	K2
MYO18B	K6
MYO19	K5
MYO1A	K6
MYO1C	K6
MYO1D	K5
MYO1E	K2
MYO1F	K3
MYO1G	K3
MYO5A	K1
MYO5B	K6
MYO6	K3
MYO7A	K7
MYO9A	K2
MYO9B	K2
MYOM1	K1
MYOM2	K2
MYOZ3	K1
MYPOP	K3
MYRF	K4
MYRFL	K7
MYRIP	K3
MYT1	K1
MZB1	K1
MZF1	K6
MZT1	K5
MZT2A	K4
MZT2B	K4
N4BP1	K2
N4BP2	K2
N4BP2L1	K2
N4BP2L2	K1
N4BP3	K5
N6AMT1	K5
N6AMT2	K4
NAA10	K5
NAA15	K4
NAA20	K4
NAA25	K4
NAA30	K1
NAA35	K4
NAA38	K4
NAA40	K5
NAA50	K5
NAAA	K2
NAALADL1	K1
NAALADL2	K1
NAB1	K2
NAB2	K3
NABP1	K4
NABP2	K4
NACA	K2
NACA2	K1
NACC1	K2
NACC2	K2
NADK	K4
NADK2	K2
NADSYN1	K5
NAE1	K4
NAF1	K2
NAGA	K5
NAGK	K5
NAGLU	K4
NAGPA	K4
NAIP	K1
NAMPT	K2
NAMPTL	K5
NANOS1	K2
NANP	K4
NANS	K4
NAP1L1	K2
NAP1L2	K1
NAP1L3	K1
NAP1L4	K6
NAP1L5	K2
NAPA	K6
NAPA-AS1	K6
NAPB	K7
NAPEPLD	K5
NAPG	K7
NAPRT1	K5
NAPSA	K1
NARF	K6
NARFL	K5
NARG2	K2
NARS	K5
NARS2	K4
NASP	K4
NAT1	K4
NAT10	K4
NAT14	K2
NAT6	K3
NAT9	K5
NAV1	K1
NAV2	K1
NBAS	K4
NBEA	K1
NBEAL2	K4
NBL1	K1
NBN	K2
NBPF1	K2
NBPF10	K2
NBPF12	K4
NBPF14	K2
NBPF15	K2
NBPF20	K1
NBPF3	K4
NBPF9	K2
NBR1	K7
NCAPD2	K5
NCAPD3	K4
NCAPG	K5
NCAPG2	K5
NCAPH	K5
NCAPH2	K5
NCBP1	K4
NCBP2	K4
NCBP2-AS2	K5
NCDN	K4
NCEH1	K6
NCF1	K3
NCF2	K1
NCF4	K3
NCK2	K1
NCKAP1	K4
NCKAP1L	K2
NCKAP5L	K2
NCKIPSD	K5
NCL	K2
NCLN	K5
NCOA1	K1
NCOA2	K1
NCOA3	K1
NCOA4	K7
NCOA5	K4
NCOA6	K1
NCOA7	K1
NCOR1	K2
NCOR2	K2
NCR3	K3
NCR3LG1	K4
NCS1	K5
NCSTN	K4
NDC1	K4
NDC80	K5
NDE1	K7
NDEL1	K7
NDFIP1	K5
NDFIP2	K5
NDN	K1
NDNL2	K2
NDRG1	K1
NDRG2	K1
NDRG3	K2
NDRG4	K1
NDST1	K3
NDST2	K1
NDUFA1	K5
NDUFA10	K5
NDUFA11	K6
NDUFA12	K4
NDUFA2	K6
NDUFA5	K5
NDUFA6	K5
NDUFA8	K5
NDUFA9	K4
NDUFAB1	K5
NDUFAF1	K4
NDUFAF2	K4
NDUFAF3	K5
NDUFAF4	K4
NDUFAF5	K4
NDUFAF6	K4
NDUFAF7	K4
NDUFB1	K5
NDUFB10	K5
NDUFB11	K5
NDUFB2	K4
NDUFB3	K5
NDUFB4	K4
NDUFB5	K4
NDUFB6	K5
NDUFB7	K5
NDUFB9	K4
NDUFC1	K5
NDUFC2	K4
