P1 P2 P3 P4 P5 P6 P7 P8
ENSG00000228628_LINE559_CR9257962_I 3.69694589215706 -2.1221365825778 -3.73500513237576 -4.31841918376738 -2.6280113839723 -0.0176564327354208 3.74741483739362 3.29463015999543
ENSG00000234539_LINE560_AL6628286_I 3.69694589215706 -2.1221365825778 -3.73500513237576 -4.31841918376738 -2.6280113839723 -0.0176564327354208 3.74741483739362 3.29463015999543
ENSG00000245848_LINE568_CEBPA_D_N4 46.3801802702664 -6.65748718705455 -15.4938533590628 -12.5707314041974 0.0756091087517964 -1.92134045571657 -1.44532863915573 1.04328157415673
ENSG00000250542_LINE569_ENSG00000250542_I 0.337629764176518 -0.705364204137956 -1.56720144605031 -1.5571196657778 -1.46711916848494 0.247562157035784 1.60667197422761 2.25590311412462
ENSG00000148516_LINE581_ZEB1_D_N5 -12.3582008317574 -9.89370008588429 -6.78178319934502 -6.30279985153119 4.11437720665706 12.7404231350827 8.78371073578004 5.59161751780622
ENSG00000005889_LINE590_ZFX_D -1.25766505570072 2.06366793938595 2.89558443372228 2.59955335575163 -1.98197540169201 -1.79416748444341 -1.39669963796461 -1.16682771529879
ENSG00000006194_LINE594_ZNF263_D_N2 -0.512981727980796 0.730070675743244 -0.0996664507012717 -0.110278245415025 2.18239774503209 -0.535168547204554 -1.19145707671961 -0.433073195013484
ENSG00000010818_LINE598_HIVEP2_D 1.43456371409277 1.22008772444882 0.830369313931816 1.21166138161668 0.0224208223120482 -1.16357561742063 -1.95598847501615 -0.294908274769986
ENSG00000019549_LINE604_SNAI2_D_N2 -16.5452344385845 -10.9800405333761 -7.28826773593045 -5.66725027077623 3.59692638131384 11.2440170435888 10.0559386313468 7.09423767977222
ENSG00000043355_LINE608_ZIC2_D_N2 -1.88821862384734 -0.35616623080085 1.46849629664638 1.54071019661857 0.315637830355351 0.570197843605068 -0.181211412172522 -1.68643004162345
ENSG00000057657_LINE611_PRDM1_D_N4 5.53076634905805 -5.40675116602355 -9.20613709328211 -7.73802643523228 4.19913239726446 4.99009680551596 4.34491883017882 3.18787582058862
ENSG00000065029_LINE624_ZNF76_I -1.09764613260963 -1.085114096424 -1.70476756030614 -2.38406281262445 -2.19610843945869 -1.334386076682 2.37831091408713 4.23152385473393
ENSG00000067082_LINE628_KLF6_D 4.79937545709431 1.74684529126151 0.103079196471543 -2.02448739928635 -3.84971857957896 -5.00328279981232 0.970789629736759 2.22790575071969
ENSG00000067646_LINE629_ZFY_I -3.47494370554777 1.75181477246451 3.93290921298068 4.45067144293995 -1.38251807347104 -1.12857542161121 -1.77887711658206 -1.89410590351215
ENSG00000074047_LINE632_GLI2_D_N2 -0.152676900735446 0.983829116134614 0.770363449965008 -0.95670822371385 -1.99108622154845 0.0489502848898884 0.953487963375254 0.494964703213133
ENSG00000084093_LINE665_REST_D_N10 -5.0872231321545 -0.996557748187208 0.981860788579817 0.892241669515312 0.975734747433333 1.66707377479866 0.544410638794572 -0.820463597697531
ENSG00000085276_LINE669_MECOM_D_N5 -7.88085072576565 9.07877165466682 12.7041237402646 15.1636136401658 2.28946411347275 -7.35470728498534 -11.3883442783146 -11.5576900764672
ENSG00000095951_LINE680_HIVEP1_D 1.04380691430724 -0.590258521003313 -0.353676938183054 0.280152823573746 0.596092284068218 -0.593692638147401 -0.841996490091188 0.64562143029603
ENSG00000099326_LINE684_MZF1_D_N3 -5.00078320738997 -2.27811932847085 -1.59248285718262 -0.0826531313834784 4.75765355510599 4.3923579670086 0.499448401882926 -2.69252631035596
ENSG00000100105_LINE688_PATZ1_D -4.02434886094274 0.499216887835228 1.33366831756204 2.70056575249613 2.38990035175057 -0.595112969513911 -2.88940336550752 -0.656837591553547
ENSG00000100811_LINE701_YY1_D_N9 -0.0327388557259029 -8.28481260260049 -10.470680977706 -9.40464582327067 -1.53079458809412 2.363471742489 7.9676998867549 11.1746207254787
ENSG00000102349_LINE709_KLF8_D -6.35966308673655 -1.75729606351063 0.996940290343231 1.76310541163284 1.46384908783569 2.62850549701031 0.196226408631418 -0.891881613947939
ENSG00000102554_LINE710_KLF5_D -4.06326546776106 -0.514309722162331 0.349484875918142 1.91797697002116 1.61166874518954 -0.663708327174686 0.00461495408883603 -0.528538421654583
ENSG00000102935_LINE713_ZNF423_D_N2 -5.4437441493526 -3.23228957806198 -1.05963736579191 1.5082482714233 2.87414357701864 3.62451804251637 1.05872191997179 -1.05235047016891
ENSG00000102974_LINE747_CTCF_D_N67 0.116004882919126 -0.508749848562902 0.935205269177126 -3.91669645298414 -12.0144516376678 -2.53783801750698 2.89518840995416 11.4393389392558
ENSG00000103495_LINE797_MAZ_D -0.37183295750696 1.21319671306228 -0.00142945730419269 0.102243239050295 1.69888824048984 -1.36168296299195 -1.19194259457983 -0.378233515562709
ENSG00000105610_LINE802_KLF1_D -14.6517389804961 -5.39029722900217 -0.0828438271389099 4.85632441185624 10.9429348031004 9.26431255191417 0.298414187849611 -5.3401195949513
ENSG00000105866_LINE807_SP4_D_N1 5.68064496579647 3.57041186191743 0.987103326584251 -1.36340644500922 -8.52718815367909 -8.8636886683172 1.92912234805458 3.82789898259748
ENSG00000106261_LINE809_ZKSCAN1_I 1.55653864403588 -1.84819618157639 -1.77940767748938 -1.32013684067038 0.149566114563413 1.58475603105505 1.52293611487435 0.531041177159328
ENSG00000106571_LINE813_GLI3_D -4.45643937323106 -2.88186460918168 -0.566902044397768 -0.341552152325815 2.52372915697407 3.69376426256657 1.04445087243849 -0.953241364241945
ENSG00000107249_LINE815_GLIS3_D_N1 1.77194745446705 -0.391648065328204 -0.303860806392978 -0.516198409874392 -2.06600971305908 -0.408197463331921 0.488734360613134 1.38599229542008
ENSG00000109787_LINE818_KLF3_D -12.7487812101053 -5.74754257683617 -1.36643677291 2.4586257111646 7.35495254088675 9.19810194283194 1.40947191764681 -4.08164953094626
ENSG00000110851_LINE821_PRDM4_D -0.863924797395403 0.059892374590566 0.268434257588588 -0.000286754081508716 0.497261046315857 -0.318909431273794 -0.202117136458986 0.124976953751963
ENSG00000111087_LINE825_GLI1_D -2.79844121143394 -1.01949566996707 0.212355423410404 -0.205577196006792 -0.173219909942543 2.40211019281492 1.23116706514355 -0.17874673927123
ENSG00000113916_LINE832_BCL6_D -5.22594669906727 -1.20858223611295 -0.0403154369456483 3.21364498202646 2.18537991039722 1.3179261421401 -1.23380090602163 -0.837807754468566
ENSG00000114853_LINE833_ZBTB47_I -0.514909128120424 2.38249089626634 2.96883493989421 2.31556520656166 1.96129161550671 0.178624664848853 -2.94674071272277 -4.5650075036276
ENSG00000118263_LINE839_KLF7_I 0.526133333664498 1.97934435934675 0.659035749395514 0.237279724408879 -4.35057079884188 -5.08425398781248 1.61367826738516 2.27390825462277
ENSG00000118495_LINE840_PLAGL1_D -1.74053064458805 2.26163685675959 3.85232552083484 4.14516171946301 0.323023221430077 -0.292095861572589 -3.53065696252342 -3.20530428699488
ENSG00000118922_LINE842_KLF12_D -1.74317174873706 2.087246670281 3.18895834217347 2.80547697244213 -0.789038921754625 -0.761046005877811 -1.57561358898093 -2.20680445690575
ENSG00000119138_LINE843_KLF9_I 2.95406284787699 3.23427792640134 1.70886941604119 0.970780004482564 -2.60479566631376 -2.4372381073898 -1.75613661113857 0.232579195534921
ENSG00000119725_LINE845_ZNF410_D -1.39002744400085 -0.487466170746916 0.557820059077509 1.69179073126312 1.30690184228524 -0.47668205738174 -1.51097267025576 -0.429272855399613
ENSG00000119866_LINE848_BCL11A_D 36.825011280192 3.6746813872296 -8.54027557228177 -11.6642748287343 -5.49547953583419 -4.37759503710721 0.166235437011849 2.46628758682599
ENSG00000120738_LINE864_EGR1_D_N8 4.57883683599288 -0.0673842484261802 -2.19628178304505 -3.11395175281379 -2.0871319061646 -3.11356686533336 1.58720469376317 3.09299894088887
ENSG00000122877_LINE877_EGR2_D_N4 5.18634115601727 2.402542992606 0.504578808651874 -0.890248478506298 -3.36536689075793 -3.99315350196864 0.309462818780606 1.2062527565871
ENSG00000123411_LINE879_IKZF4_I -5.40377432561879 -3.01856025948687 -2.51936716857154 -1.6375494320965 2.24701123059 3.27936793829788 1.85162518785414 2.6547415148983
ENSG00000124092_LINE881_CTCFL_D 0.121789340440954 -1.18737758585015 0.258266918177811 -1.97013375353346 -7.1116628541462 -1.56796576511493 0.769436553833449 6.70062437296516
ENSG00000124216_LINE884_SNAI1_D -9.86093959060197 -6.63367976508471 -2.75636002345801 -1.49354349146479 1.23361192982587 6.00784614864101 5.3941581753344 2.82903385398062
ENSG00000124782_LINE888_RREB1_D_N2 -1.60203944434132 4.20662891204698 4.0636487372463 0.921048049431577 1.58965789615947 -1.52326481736445 -2.93380903140238 -3.91583327681736
ENSG00000126603_LINE899_GLIS2_D 2.01760322692917 1.02769004010328 0.6499836181604 0.43379239991235 -0.964363624526434 -0.472813893071739 -1.79850496810868 0.554374275372921
ENSG00000126746_LINE901_ZNF384_D 1.54282771752822 -0.194385224579833 -2.35961442907706 -3.88921812260201 -0.571722958044231 -0.0846298879401671 1.89892858324134 3.13610402733546
ENSG00000126804_LINE902_ZBTB1_I -4.17337010936145 -3.05957222064993 -3.51883891202184 -2.58253589818084 0.69135605316794 1.99717684402803 3.62145491774175 2.920151162605
ENSG00000128610_LINE909_FEZF1_I -0.0638975911526305 1.28835109203829 0.818837118035297 -0.423398035412819 -1.46520293845716 -0.850248393088303 -0.105432577020072 1.29505749954943
ENSG00000129911_LINE910_KLF16_D 2.30617899658101 2.04151007881847 1.09862999025572 0.164797484654511 -4.25280689029634 -5.44703605462143 0.461424310899755 1.41693594515453
ENSG00000130182_LINE911_ZSCAN10_I 5.02477699395192 -0.368527733407285 -1.97690475018744 -2.72217095308736 -1.31082623404859 0.923181461560374 1.81620613644037 0.358107180279007
ENSG00000135625_LINE931_EGR4_D_N3 2.63561866548198 1.99432740408947 0.0668607225778627 -0.305104714818021 -2.01822472000445 -2.6759113454417 -0.0384365361487596 1.0380222710436
ENSG00000136826_LINE939_KLF4_D -8.31852650080136 -2.0483071030197 0.189013181211821 3.00957818896105 2.52826446378226 1.14512766125443 1.3274252581838 -0.634917324488312
ENSG00000139651_LINE949_ZNF740_D_N2 -1.23002230425682 0.160656755897713 0.546005102352875 0.992730805265014 -0.426359333483817 -3.62951380719319 -0.382963396010106 1.50133125032328
ENSG00000139800_LINE950_ZIC5_I -0.491930126225382 0.62966214473056 0.594108720406911 0.274377360288568 -1.27963272188149 0.409488145900578 -0.648539599881869 0.897296616421022
ENSG00000142611_LINE960_PRDM16_I -7.25804086324527 6.24948811268327 8.94044269759723 11.8456435987739 2.8004517630893 -5.67831657447154 -9.8833267350569 -9.34030314512874
ENSG00000143867_LINE963_OSR1_I 2.1473516647082 1.58918484506511 0.76055506056924 0.0799116857138792 -0.803157865640135 -2.25278548303473 -1.02746502578554 0.379412885027133
ENSG00000152977_LINE989_ZIC1_D_N2 -0.858570427013663 -0.27145801180565 0.815700830635946 0.245121136656289 -0.886083077900923 1.60902657437015 0.0153759469133178 -0.27442414015113
ENSG00000153266_LINE992_FEZF2_I -0.0638975911526305 1.28835109203829 0.818837118035297 -0.423398035412819 -1.46520293845716 -0.850248393088303 -0.105432577020072 1.29505749954943
ENSG00000156925_LINE999_ZIC3_D_N2 -1.88215823259863 -1.00797063880521 0.570372968097515 0.455233555037958 -0.538722058831772 2.41951482219218 0.71007898393442 -0.22196429686466
ENSG00000160685_LINE1022_ZBTB7B_D_N1 2.95572461934108 1.82210591054054 -0.0229810909441567 -2.05396697159442 -1.5921397987232 0.575466955397782 0.153609576810971 -0.357902225689521
ENSG00000160961_LINE1026_ZNF333_D 0.0122816523523769 1.34816595556233 1.6702539714144 2.99664688624072 2.38548603993504 -0.610720640244187 -3.19913773738201 -3.50479954026613
ENSG00000161940_LINE1031_BCL6B_D -2.22198657222912 -0.898150436371068 -0.470192972647543 0.796685375871139 1.52017911584418 1.41523600223395 -0.378312632307617 -0.240792576209445
ENSG00000162086_LINE1032_ZNF75A_D -0.56258219126307 1.12408792569529 0.109127067909739 -0.329393919637883 1.71754277476652 0.625763893977489 -1.26300680702224 -0.876026375243943
ENSG00000162676_LINE1033_GFI1_D_N2 3.88557104296719 -1.11629785267907 -3.61802717919366 -5.78872883510301 -6.36310402640358 -2.08275664075413 5.67639216616146 6.50019272034932
ENSG00000162702_LINE1036_ZNF281_I -0.760114173978749 0.707029583890549 1.69807822732637 1.12739519528062 -0.384801493883627 -3.58799800524352 -1.40784935221165 1.35506542883232
ENSG00000163848_LINE1042_ZNF148_D 1.75373515238525 1.1196292288927 0.761819455724288 0.124610844596035 0.273080050468586 -2.93523868360518 -0.989527124367834 -0.0933856795573235
ENSG00000163884_LINE1044_KLF15_D -1.11400029414253 1.85067476455052 2.42763835554958 2.90074399616146 -0.839352629903269 -1.84075123229685 -1.57986237631657 -0.919047241562256
ENSG00000164011_LINE1045_ZNF691_I -2.26148948216513 -0.660378613243405 0.307442973705211 0.84393293937333 1.70096489979639 1.61557616352426 -0.634541152945403 -1.37744154650975
ENSG00000164048_LINE1047_ZNF589_D -0.337246925902975 1.96146604603869 1.89458772688918 1.65425645996973 0.303663018666922 -1.2500360034771 -1.92566110581806 -1.29209189521779
ENSG00000164651_LINE1050_SP8_D 0.794691434207801 1.72886912846154 0.7242136309282 0.176509427603597 -3.7057535071788 -5.10156046268147 1.54508216224312 2.53515232364735
ENSG00000164920_LINE1051_OSR2_I 1.43238890238031 0.375116331404137 0.118506901215637 -0.841972533186301 0.365413800072077 -0.783058440277642 -0.393361476732349 0.0137368550706997
ENSG00000165702_LINE1058_GFI1B_D 3.93889597259212 1.66331829192048 0.430310923521581 -2.99989389392268 -5.7948127775182 -4.10953186256857 3.41060189796664 3.92924411108577
ENSG00000165804_LINE1060_ZNF219_D -1.16357815213328 0.42449728067155 0.141140913136367 -0.454114689069554 0.171019786720271 -2.37964009954025 0.184221449307311 1.16828894094331
ENSG00000166261_LINE1063_ZNF202_I 0.839554873499814 -0.180871691420281 0.773572415931344 0.873957994656745 0.534727663140168 -0.573391818796139 -1.09958881500776 -0.559478496030544
ENSG00000166478_LINE1065_ZNF143_D_N2 0.903281302368006 -1.25226438221357 -3.13619717510714 -5.09342192387363 -3.46817627348012 -2.01627383503528 3.59491486166395 6.03907182673424
ENSG00000167182_LINE1077_SP2_D_N1 6.04764831374186 1.91396948467611 -0.706596330849608 -2.57095645749885 -3.18354903452559 -4.93640806919292 0.635198045990804 2.43338760008251
ENSG00000167840_LINE1104_ZNF232_D -3.40559954882204 0.0595576213092417 1.14095139007466 1.52904652683402 2.4003991948685 1.26444766803906 -1.21620743282133 -2.82870208209826
ENSG00000167967_LINE1107_E4F1_D 2.84212616414828 -4.63929342313581 -6.59015623794119 -7.43371028932745 -4.22870477846385 -0.491260514884139 7.24734422036489 7.98570910465687
ENSG00000168826_LINE1113_ZBTB49_D 0.151794219643675 -0.979616595275817 -1.64336241120931 -2.30068412365739 -0.443401211799246 0.553980916505149 1.93058344794311 1.52102690846434
ENSG00000169635_LINE1117_HIC2_D -5.51827945991446 -0.963268608214039 0.645025578127966 0.888988369401771 0.292897406645776 1.44682042719595 1.3551144762808 -0.503985500399983
ENSG00000169740_LINE1118_ZNF32_I -3.42925901414881 -2.64666741709568 -1.94793013907259 0.100262690814985 3.07825670886958 3.79184947728591 0.0702213993962753 -0.71754662275263
ENSG00000169926_LINE1120_KLF13_D 3.88668346988951 2.12124578283131 0.780669686299453 0.562246898023207 -3.82887136060332 -4.54078269833941 -0.0870392253760394 1.43141136871746
ENSG00000169981_LINE1124_ZNF35_I -3.10323414281849 -0.935721149407836 -1.53561233058253 -2.29697005749885 -5.81556664019071 -1.73224356275371 5.29657416546898 6.44574960336689
ENSG00000170265_LINE1127_ZNF282_D 0.592311573973181 3.08821141136953 3.20342933211814 2.47498221811105 -1.45258535861664 -3.61272678779449 -3.03664136506425 -0.229119830353328
ENSG00000170374_LINE1129_SP7_I 0.794691434207801 1.72886912846154 0.7242136309282 0.176509427603597 -3.7057535071788 -5.10156046268147 1.54508216224312 2.53515232364735
ENSG00000170616_LINE1130_SCRT1_D -1.60778697104349 -3.84720207186063 -3.64064469717399 -2.57783703749969 1.53172093560981 4.01740400887595 3.5164978360849 1.42647315438876
ENSG00000171443_LINE1140_ZNF524_D_N1 -2.67544182574862 -3.2499883279587 -2.5057330632403 -1.672321682753 1.25972861817559 4.08161857934894 2.52727863219776 0.255919823312116
ENSG00000171606_LINE1149_ZNF274_D_N2 1.08632752205669 1.44028244161658 2.17173291080237 1.05395831540134 -0.630284205214052 -0.885267037919352 -1.39234648059372 -1.32201895194797
ENSG00000172273_LINE1160_HINFP_D_N3 2.20286795562862 0.639247012334144 -0.509017518182179 -0.98289272730998 -0.587266471864146 -1.51505745092426 0.240149081555765 0.837993089537009
ENSG00000172818_LINE1168_OVOL1_D 1.87991648161846 0.558408223231802 0.100684604607976 -0.00887438288895167 -2.2248758291534 -0.122339918231679 0.184888909838874 0.450128930902243
ENSG00000172845_LINE1170_SP3_D_N1 -1.8603650319598 0.847001625335828 0.691136216126519 1.30480456787506 -2.16993536618861 -3.84413292374892 1.24188992626388 1.07896655336472
ENSG00000173404_LINE1178_INSM1_D_N2 0.722987674388954 4.7317672327403 4.44900640638135 2.74242892954339 -2.74291792183223 -2.9922321929642 -3.11492929252821 -2.30697081786615
ENSG00000174282_LINE1183_ZBTB4_D_N1 1.99764759065537 -0.697031023118346 -2.72927116667695 -2.88041433609596 -0.411877343808702 -0.425874143925906 1.65356200354158 2.00036217887619
ENSG00000174332_LINE1185_GLIS1_D 1.08497621132557 -0.723002766331311 -1.3373681195918 -1.64466152478981 -1.18301157161389 -0.209157733246794 0.905851626878249 1.94314759347505
ENSG00000174595_LINE1187_KLF14_D 3.7492474699092 1.73537432054112 -0.294517536387575 -1.32054746587339 -6.53322152125801 -6.83878734889385 2.02915670355674 3.40400122551589
ENSG00000174963_LINE1189_ZIC4_D -0.868873480850642 0.845168773681848 2.26101284592929 3.35419843261755 1.14970312490794 -0.569436762304448 -3.03508295075815 -1.7601396084668
ENSG00000176083_LINE1197_ZNF683_I 5.22900411842552 -4.0590618718409 -6.35485864942597 -6.21845939365142 2.74100623614173 3.67229575270038 3.86798970972678 3.09936444024532
ENSG00000177374_LINE1207_HIC1_D -2.16940284013376 -1.2506329763027 0.949304284078034 2.12858820666074 2.06451883888264 2.35134342746777 -0.980257673903732 -2.13973139441725
ENSG00000177485_LINE1208_ZBTB33_D_N1 4.7523631992431 -0.913583638022666 -2.8410878360804 -2.23237847735056 0.755556328610902 -2.4219838968646 -0.0421411672687082 1.81946101263261
ENSG00000177932_LINE1220_ZNF354C_D -6.88655620516407 -3.60999550591553 -1.37168222691355 -0.0785069213653846 3.77636097032841 3.27743738212339 1.26842275471538 0.418825929558001
ENSG00000178665_LINE1229_ZNF713_D 1.34132842359717 1.97523378303847 1.61100749636688 0.00773817235251026 -1.27279255130006 -1.40335051421602 -1.01826981017511 -0.115963773314464
ENSG00000178951_LINE1236_ZBTB7A_D_N1 4.74822402663662 1.82625216917742 -0.2785336836991 -1.38659442821572 -3.18817745620854 -3.81246288165271 -0.288298785363784 1.63927018445285
ENSG00000179388_LINE1241_EGR3_D_N2 4.05934549314581 0.892573980722901 0.116185098474175 -0.854187133258367 -2.40298631269536 -2.26272462172433 0.259271994437817 1.32546639360175
ENSG00000179456_LINE1245_ZNF238_D_N4 -4.49373572601459 -2.41444909251494 0.487184214664926 2.52129260249176 5.84244845543097 2.53632377067198 -1.420821358879 -4.0439007392468
ENSG00000179627_LINE1250_ZBTB42_I -4.49373572601459 -2.41444909251494 0.487184214664926 2.52129260249176 5.84244845543097 2.53632377067198 -1.420821358879 -4.0439007392468
ENSG00000179922_LINE1252_ZNF784_D -2.61979813889158 -1.56821245517714 -1.98512992568767 -2.49153493654234 -0.223924736973758 3.12273125299599 2.52288440226667 1.88210014562225
ENSG00000180532_LINE1261_ZSCAN4_D -1.40661490745288 0.165409829747617 0.273081230717128 0.0694294537487561 1.00992673308754 2.44508181539481 0.351844835472501 -2.29062057027788
ENSG00000181690_LINE1275_PLAG1_D_N1 -0.0818382381869054 1.88660308288981 2.14603326407768 1.96429897750144 -0.480007336423015 -0.568384798139806 -1.66583959764123 -1.57250311191744
ENSG00000184828_LINE1301_ZBTB7C_D 3.36848837986397 1.59757779569807 -0.55196552298373 -1.75802838977533 -1.05109831166671 -0.556601685241994 -0.209957394048079 0.392699082372666
ENSG00000184937_LINE1305_WT1_D 2.62009395694818 0.0747634566188019 -1.3665741779208 -2.59073910731741 -1.22355758642729 -2.05533645061619 1.58241653914969 2.09211308443619
ENSG00000185591_LINE1321_SP1_D_N5 4.54651514111398 1.62753360284594 0.040701964780813 -1.0927540999131 -3.21128502932398 -5.3725616313081 0.376987003351282 1.66702807429306
ENSG00000185669_LINE1323_SNAI3_I -0.513262918198701 -1.50892264686067 0.449951906857842 2.03000424987088 1.94015012810427 1.10357956551698 -0.62517416315444 -2.62265079163035
ENSG00000185670_LINE1324_ZBTB3_I -9.72090244073764 -5.55604431953191 -2.08594401615283 -2.26281085010026 -0.516639358393891 5.47204484912676 7.14685155412968 2.61619245583676
ENSG00000185811_LINE1326_IKZF1_D_N3 -5.40377432561879 -3.01856025948687 -2.51936716857154 -1.6375494320965 2.24701123059 3.27936793829788 1.85162518785414 2.6547415148983
ENSG00000186130_LINE1341_ZBTB6_D_N2 -2.7064132516161 -0.546965764513633 -0.170989099298339 -0.00973717874505372 -0.180483429264668 1.13769194032693 0.612568681702286 0.755104725542664
ENSG00000186376_LINE1345_ZNF75D_I -0.56258219126307 1.12408792569529 0.109127067909739 -0.329393919637883 1.71754277476652 0.625763893977489 -1.26300680702224 -0.876026375243943
ENSG00000187626_LINE1355_ZKSCAN4_I -0.893630750671465 1.15182766078064 1.97975481838498 2.55021669118334 -0.72027568825565 -1.12437043562834 -1.66759500166783 -0.527824083826916
ENSG00000188786_LINE1372_MTF1_D_N2 2.76128158390264 3.07153020258716 3.50392316755618 4.04010097240629 -0.981824241320106 -2.63388565873694 -3.87153114050315 -3.21769516991146
ENSG00000189120_LINE1378_SP6_I 5.26064456845884 3.30574402740618 0.753794711626912 -0.312605980033073 -6.10046934675097 -7.61897698369024 0.851565483007694 2.64056430455335
ENSG00000189298_LINE1383_ZKSCAN3_D -0.893630750671465 1.15182766078064 1.97975481838498 2.55021669118334 -0.72027568825565 -1.12437043562834 -1.66759500166783 -0.527824083826916
ENSG00000196812_LINE1427_ZSCAN16_D -2.08827702074672 -0.247471627942409 1.05786819896012 1.76731281934807 0.0425782316471872 -0.256715725068128 0.0526116600531006 -1.36416765984601
ENSG00000198740_LINE1514_ZNF652_I -0.514909128120424 2.38249089626634 2.96883493989421 2.31556520656166 1.96129161550671 0.178624664848853 -2.94674071272277 -4.5650075036276
ENSG00000204335_LINE1520_SP5_I 5.26064456845884 3.30574402740618 0.753794711626912 -0.312605980033073 -6.10046934675097 -7.61897698369024 0.851565483007694 2.64056430455335
ENSG00000204366_LINE1521_ZBTB12_I -1.64603947901308 0.488357657642914 0.927993606397914 1.08729754043213 0.628676399618387 -0.654500004562689 -1.51775224832675 0.125537780518115
ENSG00000206366_LINE1540_AL8448538_I -1.64603947901308 0.488357657642914 0.927993606397914 1.08729754043213 0.628676399618387 -0.654500004562689 -1.51775224832675 0.125537780518115
ENSG00000215397_LINE1563_SCRT2_D -1.23069866456548 -3.80422915816106 -3.11148142330266 -1.42062525164885 3.82765128674701 3.60991303198657 1.70863843487139 0.16373320804436
ENSG00000217236_LINE1567_SP9_I 0.794691434207801 1.72886912846154 0.7242136309282 0.176509427603597 -3.7057535071788 -5.10156046268147 1.54508216224312 2.53515232364735
ENSG00000230797_LINE1592_YY2_D_N2 -1.03579052651933 -6.67485305612103 -9.23930188639444 -10.1020956001358 -0.944985024979617 1.72249001339379 8.25121091988492 11.5097197576278
ENSG00000234196_LINE1597_CR7597843_I -1.64603947901308 0.488357657642914 0.927993606397914 1.08729754043213 0.628676399618387 -0.654500004562689 -1.51775224832675 0.125537780518115
ENSG00000234852_LINE1601_CR3882194_I -1.64603947901308 0.488357657642914 0.927993606397914 1.08729754043213 0.628676399618387 -0.654500004562689 -1.51775224832675 0.125537780518115
ENSG00000237900_LINE1611_AL66283413_I -1.64603947901308 0.488357657642914 0.927993606397914 1.08729754043213 0.628676399618387 -0.654500004562689 -1.51775224832675 0.125537780518115
ENSG00000001167_LINE1661_NFYA_D_N2 13.531460844433 3.25810267462675 -2.55425756824097 -5.42488030941103 -3.96862465180148 -4.15629908233628 1.83740858368959 1.99086847349553
ENSG00000125817_LINE1666_CENPB_D 1.72040596759702 0.189907554686502 -1.47315105072506 -1.79352289089769 -0.70432489009864 -0.819046073822487 1.05459212834501 1.31506815090087
ENSG00000065978_LINE1683_YBX1_D 8.85792694393724 2.13632780599511 -0.23808729248632 -1.75196671667404 -2.65119773021916 -2.71608998167485 0.286570293627547 0.151458717957087
ENSG00000168214_LINE1691_RBPJ_D -2.19478517101462 -0.900608685613855 -1.55466825043107 -2.14786284319778 0.370539127520653 0.778097454991524 0.962857540972224 2.48671453097777
ENSG00000111249_LINE1692_CUX2_D_N1 -1.4800777586678 -2.44908494933143 -2.12418679475812 -1.34960834654909 0.962399931076793 1.21607083566747 1.62863544251572 1.87686194114087
ENSG00000119547_LINE1696_ONECUT2_D_N1 -2.02772891857836 -0.0979493284987578 -0.202022657584176 -0.505825805285258 -1.02416825711466 0.487467296438386 1.03588444454757 1.74321562008842
ENSG00000160967_LINE1705_CUX1_D_N2 -2.50555431865973 -0.685674715336418 0.255079445878868 0.626160421711021 0.709049636609446 0.300203855489114 0.0293455735160396 -0.209861798710849
ENSG00000169856_LINE1708_ONECUT1_D_N3 -3.17996542333569 -1.41025205966 -1.26595188322129 -1.17702859340344 -0.987287951258335 1.37775823081628 2.58008221742739 2.61528579809599
ENSG00000205922_LINE1713_ONECUT3_D -3.61729167755667 0.465005467047917 0.777886901578001 0.662032961582748 -1.46838286160245 0.0690380850588258 0.815586809598977 1.20151994247224
ENSG00000189308_LINE1715_LIN54_I 0.530715968930512 -0.842900560586821 -1.82277783503102 -2.60862359365509 1.83360866983618 2.8070335230046 0.377220324517913 0.541339798307228
BAD931201_LINE1717_CGBP_D_N3 2.5886150472434 1.4162385199809 -0.101342793008865 -1.10904312599907 -0.915094361961821 -0.600598434132571 -0.677473049110031 0.596422131623639
ENSG00000089094_LINE1718_KDM2B_D 3.43631650047834 -0.928361904400941 -2.58909391099566 -3.12928054989846 -0.928111767322611 0.567112969582799 2.02328501289387 1.63825876587008
ENSG00000118058_LINE1721_MLL_D 5.41653229566812 0.0701617368343404 -1.98731033285613 -3.79707068186411 -2.30527776215827 -1.93648248436606 1.47665163436547 2.35489502729056
ENSG00000130816_LINE1722_DNMT1_D 1.24011285077153 -5.56523104206358 -7.64389317312015 -6.95167967213926 5.76729965788772 4.38293374616293 3.67106872720294 4.60763963787484
ENSG00000138336_LINE1723_TET1_D 1.11597522243586 -0.0407560051044002 -0.762951912889647 -0.168318328703941 1.43840842812922 -1.06174259507798 -0.524627963731192 0.0179419875014378
ENSG00000154832_LINE1724_CXXC1_D 2.52838889231431 0.434234406989289 -1.54321667790196 -2.52347468841964 -3.00335821363877 -1.81319196013054 1.52845498810951 3.2438778380871
ENSG00000064218_LINE1728_DMRT3_D 1.72420738674288 -0.916150711275596 -0.0536552660102277 2.7083105258869 3.04238625459833 -0.335862360762115 -2.60637201340842 -2.94451013161101
ENSG00000137090_LINE1730_DMRT1_D_N1 5.34256990537978 0.0385390278148612 -1.86501756300999 -1.5707068329369 -0.557676974288108 -1.34892257383853 0.0699495307310251 0.65366769856196
